id,bookid,title,authors,average_rating,language_code,num_pages,author_name,author_gender,author_average_rating,birthplace,genre_1,genre_2,pages,publish_date,score
4376,13258,What Was She Thinking? [Notes on a Scandal],Zoë Heller,3.71,eng,258,Zoë Heller ,female,3.62,United Kingdom,Fiction,Contemporary,258,June 1st 2003,1964
4379,13270,Poetics,Aristotle-Malcolm Heath,3.82,eng,138,Aristotle ,male,3.94,Greece,Philosophy,Classics,60,-335,2023
4402,13376,The House of the Scorpion (Matteo Alacran  #1),Nancy Farmer,4.10,eng,380,Nancy Farmer ,female,4.02,United States,Young Adult,Science Fiction,380,2002,562
4446,13496,A Game of Thrones (A Song of Ice and Fire  #1),George R.R. Martin,4.45,eng,848,George R.R. Martin ,male,4.37,United States,Fantasy,Fiction,848,August 6th 1996,4333
4447,13497,A Feast for Crows (A Song of Ice and Fire  #4),George R.R. Martin,4.13,eng,1061,George R.R. Martin ,male,4.37,United States,Fantasy,Fiction,1061,October 17th 2005,474
4461,13529,March,Geraldine Brooks,3.75,eng,280,Geraldine Brooks ,female,3.93,Australia,Historical,Fiction,280,October 10th 2004,636
4482,13570,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,CLAMP-Anthony Gerard,4.12,eng,197,CLAMP ,female,4.18,Japan,Sequential Art,Fantasy,197,August 9th 2003,370
4499,13590,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta-Takeshi Obata,4.11,eng,187,Yumi Hotta ,female,4.19,Japan,Sequential Art,Sequential Art,187,April 30th 1999,2477
4519,13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba-Pookie Rolf-Takeshi Obata,4.43,eng,195,Tsugumi Ohba ,male,4.37,Japan,Sequential Art,Sequential Art,195,2003,9395
4527,13624,The Worm Ouroboros,E.R. Eddison-Keith   Henderson,3.70,eng,446,E.R. Eddison ,male,3.7,United Kingdom,Fantasy,Fiction,446,1926,1222
4545,13651,The Dispossessed (Hainish Cycle #6),Ursula K. Le Guin,4.21,eng,387,Ursula K. Le Guin ,female,4.05,United States,Science Fiction,Fiction,387,May 1974,2516
4553,13662,The Tombs of Atuan (Earthsea Cycle  #2),Ursula K. Le Guin-Margot Paronis,4.09,eng,180,Ursula K. Le Guin ,female,4.05,United States,Fantasy,Fiction,180,1970,3035
4554,13664,Catwings (Catwings  #1),Ursula K. Le Guin-S.D. Schindler,4.08,eng,40,Ursula K. Le Guin ,female,4.05,United States,Fantasy,Childrens,40,1988,419
4579,13737,The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),Fuyumi Ono-小野 不由美-Akihiro Yamada-山田 章博-Elye J. Alexander-Alexander O. Smith,4.21,en-US,464,Fuyumi Ono ,female,4.26,Japan,Fantasy,Young Adult,464,June 1992,375
4584,13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,3.70,eng,310,Julie Powell ,female,3.67,United States,Nonfiction,Autobiography,310,2005,722
4603,13810,Magician: Master (The Riftwar Saga #2),Raymond E. Feist,4.26,eng,499,Raymond E. Feist ,male,4.13,United States,Fantasy,Fiction,528,November 1982,859
4605,13812,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist,4.18,eng,485,Raymond E. Feist ,male,4.13,United States,Fantasy,Fiction,485,October 1st 1982,1074
4618,13830,The Woman Who Rides Like a Man (Song of the Lioness  #3),Tamora Pierce,4.21,en-US,284,Tamora Pierce ,male,4.23,United States,Fantasy,Young Adult,284,1986,12684
4619,13831,Alanna: The First Adventure (Song of the Lioness  #1),Tamora Pierce,4.27,eng,274,Tamora Pierce ,male,4.23,United States,Fantasy,Young Adult,274,1983,1239
4624,13836,Wild Magic (Immortals  #1),Tamora Pierce,4.33,eng,362,Tamora Pierce ,male,4.23,United States,Fantasy,Young Adult,362,December 1st 1992,614
4628,13843,The Hounds of the Mórrígan,Pat O'Shea,4.03,eng,480,Pat O'Shea ,female,4.02,Ireland,Fantasy,Young Adult,480,December 1st 1985,2251
4638,13872,Geek Love,Katherine Dunn,3.96,eng,348,Katherine Dunn ,female,3.96,United States,Fiction,Horror,348,March 1989,1178
4649,13912,A Beautiful Mind,Sylvia Nasar,4.13,eng,461,Sylvia Nasar ,female,4.12,Germany,Biography,Nonfiction,461,June 12th 1998,2804
4653,13922,Wolfskin (The Light Isles  #1),Juliet Marillier,4.00,eng,544,Juliet Marillier ,female,4.14,New Zealand,Fantasy,Historical,544,2002,544
4657,13927,Son of the Shadows (Sevenwaters  #2),Juliet Marillier,4.33,eng,608,Juliet Marillier ,female,4.14,New Zealand,Fantasy,Romance,608,September 1st 2000,2603
4661,13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,4.17,eng,576,Andrew Solomon ,male,4.22,United States,Nonfiction,Psychology,576,2000,454
4676,13982,The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,3.97,eng,479,Mercedes Lackey ,female,4.01,United States,Fantasy,Romance,479,January 1st 2004,1080
4679,13986,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,4.16,eng,320,Mercedes Lackey ,female,4.01,United States,Fantasy,Fiction,320,1987,1838
4704,14028,Snow Country,Yasunari Kawabata-Edward G. Seidensticker,3.68,eng,175,Yasunari Kawabata ,male,3.76,Japan,Fiction,Cultural,175,1947,310
4707,14031,Palm-of-the-Hand Stories,Yasunari Kawabata-Lane Dunlop-J. Martin Holman,4.00,eng,288,Yasunari Kawabata ,male,3.76,Japan,Fiction,Cultural,288,1984,1704
4724,14069,Throne of Jade (Temeraire  #2),Naomi Novik,3.90,eng,398,Naomi Novik ,female,4.03,United States,Fantasy,Fantasy,398,2006,938
4736,14096,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,4.12,eng,304,Jon Kabat-Zinn ,male,4.11,United States,Nonfiction,Spirituality,304,January 1st 1994,2140
4764,14201,Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,eng,1006,Susanna Clarke ,female,3.85,United Kingdom,Fantasy,Fiction,1006,September 8th 2004,2873
4779,14241,The Liars' Club,Mary Karr,3.93,eng,320,Mary Karr ,female,3.92,United States,Autobiography,Nonfiction,320,January 1st 1995,297
4784,14249,Prodigal Summer,Barbara Kingsolver,4.00,en-US,444,Barbara Kingsolver ,female,4,United States,Fiction,Contemporary,444,2000,2212
4785,14250,Pigs in Heaven,Barbara Kingsolver,3.98,eng,343,Barbara Kingsolver ,female,4,United States,Fiction,Contemporary,343,1993,1516
4787,14257,English Passengers,Matthew Kneale,4.06,eng,446,Matthew Kneale ,male,3.89,United Kingdom,Historical,Fiction,446,March 14th 2000,3734
4798,14280,Runaway,Alice Munro,3.98,eng,335,Alice Munro ,male,3.92,Canada,Short Stories,Fiction,335,August 11th 2003,3122
4808,14295,Pastoralia,George Saunders,4.11,eng,188,George Saunders ,male,3.91,United States,Short Stories,Fiction,188,2000,545
4825,14362,Bless Me  Ultima,Rudolfo Anaya,3.76,en-US,290,Rudolfo Anaya ,male,3.77,United States,Fiction,Classics,290,1972,6084
4828,14376,Einstein's Dreams,Alan Lightman,4.07,eng,144,Alan Lightman ,male,3.93,United States,Fiction,Short Stories,144,1992,1365
4831,14384,A Hunger Like No Other (Immortals After Dark  #2),Kresley Cole,4.20,eng,356,Kresley Cole ,female,4.28,United States,Romance,Fantasy,356,2006,6891
4854,14461,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,3.66,eng,259,Carrie Vaughn ,female,3.83,United States,Fantasy,Fantasy,259,2005,955
4884,14572,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh-Arnold Kotler-Dalai Lama XIV,4.34,eng,160,Thich Nhat Hanh ,male,4.27,Viet Nam,Nonfiction,Spirituality,160,1990,1089
4902,14662,The Red and the Black,Stendhal-Roger Gard,3.87,eng,608,Stendhal ,male,3.84,France,Classics,Fiction,608,1830,3573
4911,14686,The King of Elfland's Daughter,Lord Dunsany-Neil Gaiman,3.84,eng,240,Lord Dunsany ,male,3.89,United Kingdom,Fantasy,Classics,240,1924,495
4919,14706,Faust  First Part,Johann Wolfgang von Goethe-Peter Salm,3.93,eng,327,Johann Wolfgang von Goethe ,male,3.8,Germany,Classics,Fiction,327,1808,9585
4931,14743,The God Delusion,Richard Dawkins,3.90,eng,374,Richard Dawkins ,male,4.01,Kenya,Nonfiction,Religion,374,October 2006,1709
4932,14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.71,eng,376,Jennifer Weiner ,female,3.69,United States,Womens Fiction,Fiction,376,2001,2157
4941,14778,Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,4.33,eng,208,R.C. Sproul ,male,4.27,United States,Religion,Christian,208,October 1st 1986,1365
4951,14817,A Scanner Darkly,Philip K. Dick,4.02,eng,219,Philip K. Dick ,male,3.93,United States,Science Fiction,Fiction,219,January 1977,3232
4973,14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,eng,496,Betty  Smith ,female,4.25,United States,Classics,Fiction,496,1943,2389
4988,14942,Mrs. Dalloway,Virginia Woolf-Maureen Howard,3.79,eng,194,Virginia Woolf ,female,3.82,United Kingdom,Classics,Fiction,194,May 6th 1921,846
5001,14975,Labyrinth (Languedoc  #1),Kate Mosse,3.57,eng,515,Kate Mosse ,male,3.64,United Kingdom,Historical,Fiction,515,2005,3655
5007,14990,Spook: Science Tackles the Afterlife,Mary Roach,3.58,en-US,311,Mary Roach ,female,3.94,United States,Nonfiction,Science,311,2005,662
5008,14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.96,eng,446,Dean Koontz ,male,3.92,United States,Horror,Fiction,446,2003,6674
5015,15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.20,eng,392,Neale Donald Walsch ,male,4.18,United States,Spirituality,Nonfiction,392,October 29th 1996,1763
5026,15047,The Passion,Jeanette Winterson,4.11,eng,176,Jeanette Winterson ,female,3.85,United Kingdom,Fiction,Historical,176,1987,670
5028,15050,Sexing the Cherry,Jeanette Winterson,3.83,eng,167,Jeanette Winterson ,female,3.85,United Kingdom,Fiction,Fantasy,167,January 1st 1989,1427
5038,15096,Five Quarters of the Orange,Joanne Harris,3.85,eng,307,Joanne Harris ,female,3.84,United Kingdom,Fiction,Historical,307,2001,1560
5043,15102,Gentlemen and Players,Joanne Harris,3.90,eng,422,Joanne Harris ,female,3.84,United Kingdom,Fiction,Mystery,422,2005,1062
5065,15177,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),Barry Hughart,4.29,eng,278,Barry Hughart ,male,4.24,United States,Fantasy,Fiction,278,1984,1867
5068,15195,The Complete Maus,Art Spiegelman,4.55,eng,296,Art Spiegelman ,male,4.38,Sweden,Sequential Art,Sequential Art,296,January 1st 1986,2468
5070,15197,Maus II: A Survivor's Tale: And Here My Troubles Began (Maus  #2),Art Spiegelman,4.39,eng,144,Art Spiegelman ,male,4.38,Sweden,Sequential Art,Sequential Art,136,1991,2033
5081,15241,The Two Towers (The Lord of the Rings  #2),J.R.R. Tolkien-Peter S. Beagle,4.44,eng,322,J.R.R. Tolkien ,male,4.32,South Africa,Fantasy,Classics,322,November 11th 1954,12190
5188,15575,The Sword of Shannara (The Original Shannara Trilogy  #1),Terry Brooks,3.76,eng,726,Terry Brooks ,male,3.96,United States,Fantasy,Fiction,726,1977,876
5196,15594,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,Laurel Thatcher Ulrich,3.99,eng,444,Laurel Thatcher Ulrich ,female,3.96,United States,History,Nonfiction,444,1990,1921
5197,15595,The Midwife's Apprentice,Karen Cushman,3.72,eng,128,Karen Cushman ,female,3.71,United States,Historical,Young Adult,128,January 1st 1995,11511
5209,15622,Native Son,Richard Wright,3.98,eng,504,Richard Wright ,male,4.01,United States,Fiction,Classics,504,1940,768
5211,15638,Cyrano de Bergerac,Edmond Rostand-Eteel Lawson-Lowell Bair,4.06,eng,240,Edmond Rostand ,male,4.05,France,Classics,Plays,240,1897,388
5218,15654,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,eng,550,Ann Rule ,female,4.04,United States,Crime,Nonfiction,560,1980,3213
5257,15779,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar-Adam McCauley,4.15,eng,144,Louis Sachar ,male,3.97,United States,Childrens,Fiction,144,1978,3969
5264,15796,Charms for the Easy Life,Kaye Gibbons,4.02,eng,272,Kaye Gibbons ,female,3.76,United States,Fiction,Historical,272,1993,2671
5266,15807,The Dress Lodger,Sheri Holman,3.57,eng,291,Sheri Holman ,female,3.55,United States,Historical,Fiction,291,1998,1015
5275,15836,Fugitive Pieces,Anne Michaels,3.94,eng,304,Anne Michaels ,female,3.9,Canada,Fiction,Historical,304,May 11th 1996,1352
5277,15852,Relativity: The Special and the General Theory,Albert Einstein-Nigel Calder-Robert W. Lawson,4.18,eng,130,Albert Einstein ,male,4.09,Germany,Science,Science,130,1916,1590
5294,15888,An Instance of the Fingerpost,Iain Pears,3.94,eng,691,Iain Pears ,male,3.83,United Kingdom,Historical,Mystery,691,1997,2055
5340,16006,Paradise (Second Opportunities  #1),Judith McNaught,4.32,eng,709,Judith McNaught ,female,4.16,United States,Romance,Romance,709,1991,5135
5342,16012,Paradise Kiss  Vol. 1 (Paradise Kiss  #1),Ai Yazawa,4.10,eng,181,Ai Yazawa ,female,4.29,Japan,Sequential Art,Romance,181,April 2000,3473
5350,16047,A Thread of Grace,Mary Doria Russell,4.02,eng,442,Mary Doria Russell ,female,4.08,United States,Historical,Fiction,442,February 1st 2005,2064
5374,16130,Alexander Hamilton,Ron Chernow,4.24,eng,818,Ron Chernow ,male,4.2,United States,History,Biography,818,April 26th 2004,3773
5384,16178,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,3.73,eng,275,Catherine Gilbert Murdock ,female,3.78,United States,Young Adult,Contemporary,275,2006,1383
5394,16188,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,3.30,eng,656,Philippa Gregory ,female,3.9,Kenya,Historical,Fiction,656,April 1st 1987,612
5410,16243,Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,eng,389,Kate Atkinson ,female,3.81,United Kingdom,Mystery,Fiction,389,2004,2323
5415,16255,Tales of the City (Tales of the City  #1),Armistead Maupin,4.04,eng,272,Armistead Maupin ,male,4.04,United States,Fiction,Lgbt,272,1978,2768
5432,16299,And Then There Were None,Agatha Christie,4.25,eng,264,Agatha Christie ,female,3.99,United Kingdom,Mystery,Classics,264,November 6th 1939,560
5447,16320,Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,eng,352,Agatha Christie ,female,3.99,United Kingdom,Mystery,Mystery,352,1995,10921
5451,16328,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.23,eng,288,Agatha Christie ,female,3.99,United Kingdom,Mystery,Fiction,288,June 1926,2317
5515,16442,The Dream of Scipio,Iain Pears,3.73,eng,416,Iain Pears ,male,3.83,United Kingdom,Fiction,Historical,416,2002,293
5519,16451,Patty Jane's House of Curl,Lorna Landvik-Mechtild Sandberg-Ciletti-Mechtild Ciletti,3.86,eng,304,Lorna Landvik ,female,3.76,United States,Fiction,Womens Fiction,304,1995,648
5537,16527,Daughter of Fortune,Isabel Allende-Margaret Sayers Peden,3.90,eng,432,Isabel Allende ,female,3.95,Peru,Historical,Fiction,432,1998,2051
5559,16579,The Barrytown Trilogy: The Commitments / The Snapper / The Van,Roddy Doyle,4.28,eng,633,Roddy Doyle ,male,3.79,Ireland,Fiction,Cultural,633,October 11th 1993,569
5566,16599,Vampire Hunter D (Vampire Hunter D  #1),Hideyuki Kikuchi-Yoshitaka Amano,3.98,eng,238,Hideyuki Kikuchi ,male,4.02,Japan,Fantasy,Horror,238,March 10th 1983,2022
5576,16619,Democracy in America,Alexis de Tocqueville-Isaac Kramnick-Gerald Bevan,4.02,eng,992,Alexis de Tocqueville ,male,4.02,France,History,Politics,992,1840,6525
5580,16631,Steppenwolf,Hermann Hesse-Basil Creighton,4.12,eng,256,Hermann Hesse ,male,4.03,Germany,Fiction,Classics,218,1927,2808
5583,16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe-Burton Pike-Edla Valdna,3.65,eng,149,Johann Wolfgang von Goethe ,male,3.8,Germany,Classics,Fiction,149,September 29th 1774,11787
5603,16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,eng,288,Robert A. Heinlein ,male,3.93,United States,Science Fiction,Fiction,288,April 1966,859
5610,16703,The Yiddish Policemen's Union,Michael Chabon,3.70,eng,414,Michael Chabon ,male,3.89,United States,Fiction,Mystery,414,2007,6381
5615,16718,Gun  With Occasional Music,Jonathan Lethem,3.77,eng,271,Jonathan Lethem ,male,3.77,United States,Fiction,Science Fiction,271,March 1994,2780
5621,16729,Beach Music,Pat Conroy,4.15,eng,592,Pat Conroy ,male,4.15,United States,Fiction,American,592,July 2nd 1995,612
5623,16735,The Prince of Tides,Pat Conroy,4.24,eng,679,Pat Conroy ,male,4.15,United States,Fiction,American,664,1986,1305
5653,16842,A Single Man,Christopher Isherwood,4.10,eng,192,Christopher Isherwood ,male,4.02,United Kingdom,Fiction,Lgbt,192,1964,15615
5660,16884,The Making of the Atomic Bomb,Richard Rhodes,4.35,eng,886,Richard Rhodes ,male,4.12,United States,History,Science,886,September 18th 1986,3607
5672,16902,Walden,Henry David Thoreau,3.79,eng,352,Henry David Thoreau ,male,3.86,United States,Classics,Nonfiction,448,1854,278
5694,16967,1632 (Assiti Shards  #1),Eric Flint,4.04,eng,597,Eric Flint ,male,3.95,United States,Science Fiction,Science Fiction,597,February 1st 2000,4641
5696,16982,Marvels,Kurt Busiek-Alex Ross,4.22,eng,216,Kurt Busiek ,male,4.06,United States,Sequential Art,Sequential Art,216,1993,781
5701,16992,Kingdom Come,Mark Waid-Alex Ross-Elliot S. Maggin,4.25,eng,231,Mark Waid ,male,3.97,United States,Sequential Art,Sequential Art,231,August 1996,7556
5713,17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,eng,322,Maureen Johnson ,female,3.9,United States,Young Adult,Contemporary,322,August 23rd 2005,11343
5745,17143,Go Tell It on the Mountain,James Baldwin,4.01,eng,256,James Baldwin ,male,4.26,United States,Fiction,Classics,256,1953,531
5747,17149,Love and Louis XIV: The Women in the Life of the Sun King,Antonia Fraser,3.90,eng,388,Antonia Fraser ,female,3.95,United Kingdom,History,Nonfiction,388,October 24th 2006,2271
5748,17150,My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.78,eng,232,Willa Cather ,female,3.82,United States,Classics,Fiction,232,1918,725
5754,17157,Marie Antoinette: The Journey,Antonia Fraser,3.92,eng,512,Antonia Fraser ,female,3.95,United Kingdom,History,Biography,512,2001,5782
5758,17174,A Yellow Raft in Blue Water,Michael Dorris,3.86,en-US,372,Michael Dorris ,male,3.77,United States,Fiction,Classics,372,January 1st 1987,1563
5768,17204,The Friday Night Knitting Club (Friday Night Knitting Club  #1),Kate Jacobs,3.42,eng,352,Kate Jacobs ,female,3.42,"",Fiction,Womens Fiction,352,2006,5542
5784,17245,Dracula,Bram Stoker-Nina Auerbach-Kara Shallenberg-David J. Skal,3.99,eng,488,Bram Stoker ,male,3.98,Ireland,Classics,Horror,488,1897,8350
5788,17250,The Crucible,Arthur  Miller-Christopher Bigsby,3.57,eng,143,Arthur  Miller ,male,3.57,United States,Classics,Plays,143,1953,1772
5812,17303,Piercing the Darkness (Darkness  #2),Frank E. Peretti,4.31,eng,448,Frank E. Peretti ,male,4.07,Canada,Christian Fiction,Fiction,448,January 1st 1989,4496
5814,17309,This Present Darkness (Darkness  #1),Frank E. Peretti,4.23,eng,376,Frank E. Peretti ,male,4.07,Canada,Christian Fiction,Fiction,376,1986,3235
5856,17496,The Secret Seven (The Secret Seven  #1),Enid Blyton,3.86,eng,144,Enid Blyton ,female,4.05,United Kingdom,Childrens,Mystery,144,March 1st 1949,480
5877,17582,The Norton Anthology of Short Fiction,Richard Bausch,4.17,en-US,1776,Richard Bausch ,male,3.87,United States,Fiction,Short Stories,1776,1978,238
5913,17690,The Trial,Franz Kafka-Willa Muir-Edwin Muir-Max Brod,3.98,eng,255,Franz Kafka ,male,3.89,Austria-Hungary,Classics,Fiction,255,1925,28474
5931,17728,The House of Mirth,Edith Wharton-Nina Bawden,3.95,eng,351,Edith Wharton ,female,3.77,United States,Classics,Fiction,351,June 12th 1905,3824
5934,17735,Light (Empty Space Trilogy  #1),M. John Harrison,3.60,eng,310,M. John Harrison ,male,3.78,United Kingdom,Science Fiction,Fiction,310,2002,560
5947,17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,eng,302,Nathaniel Philbrick ,male,4.04,United States,Nonfiction,History,302,December 1st 1999,2791
5954,17800,Dance Dance Dance (The Rat  #4),Haruki Murakami,4.04,eng,393,Haruki Murakami ,male,3.95,Japan,Fiction,Cultural,393,October 13th 1988,2048
5964,17841,Foucault's Pendulum,Umberto Eco-William Weaver,3.90,eng,623,Umberto Eco ,male,3.94,Italy,Fiction,Mystery,623,1988,4435
5971,17863,Accelerando,Charles Stross,3.88,en-US,415,Charles Stross ,male,3.9,United Kingdom,Science Fiction,Fiction,415,July 5th 2005,957
5972,17866,Glasshouse,Charles Stross,3.88,en-US,335,Charles Stross ,male,3.9,United Kingdom,Science Fiction,Fiction,335,2006,1765
5999,17961,Collected Fictions,Jorge Luis Borges-Andrew Hurley,4.58,eng,565,Jorge Luis Borges ,male,4.32,Argentina,Fiction,Short Stories,565,1975,1707
6014,18017,Life at Blandings,P.G. Wodehouse,4.34,en-US,608,P.G. Wodehouse ,male,4.18,United Kingdom,Fiction,Humor,608,January 1st 1981,928
6045,18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman-Peter Bailey,4.26,eng,1088,Philip Pullman ,male,4.01,United Kingdom,Fantasy,Young Adult,1088,2000,4229
6067,18185,The Pillow Book,Sei Shōnagon-Ivan Morris,4.02,eng,419,Sei Shōnagon ,male,4.02,Japan,Cultural,Classics,419,1002,6185
6069,18194,The Cyberiad,Stanisław Lem-Michael Kandel-Daniel Mróz,4.18,en-US,295,Stanisław Lem ,male,4.03,Ukraine,Science Fiction,Fiction,295,1965,2634
6072,18212,Jacques the Fatalist,Denis Diderot-David Coward,3.84,eng,304,Denis Diderot ,male,3.71,France,Classics,Fiction,304,1785,8949
6089,18266,Gargantua and Pantagruel,François Rabelais-M.A. Screech,3.71,eng,1041,François Rabelais ,male,3.71,France,Classics,Fiction,777,1532,4030
6098,18288,Critique of Pure Reason,Immanuel Kant-Paul Guyer-Allen W. Wood,3.94,eng,796,Immanuel Kant ,male,3.9,Germany,Philosophy,Nonfiction,796,1781,1208
6141,18402,The Dante Club (The Dante Club #1),Matthew Pearl,3.38,eng,424,Matthew Pearl ,male,3.46,United States,Mystery,Fiction,424,2003,3037
6144,18405,Gone with the Wind,Margaret Mitchell,4.29,eng,1037,Margaret Mitchell ,female,4.29,United States,Classics,Historical,1037,June 30th 1936,3927
6147,18414,Utopia,Thomas More-Paul Turner,3.53,eng,135,Thomas More ,male,3.53,United Kingdom,Classics,Philosophy,135,1516,522
6148,18419,The Kissing Hand,Audrey Penn-Ruth E. Harper-Nancy M. Leak,4.42,en-GB,32,Audrey Penn ,male,4.41,"",Childrens,Childrens,32,January 1st 1993,1654
6153,18431,The Rule of Four,Ian Caldwell-Dustin Thomason,3.22,eng,450,Ian Caldwell ,male,3.33,United States,Fiction,Mystery,450,2004,3453
6176,18512,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.52,eng,490,J.R.R. Tolkien ,male,4.32,South Africa,Fantasy,Fiction,277,October 20th 1955,1743
6183,18525,Dr. Faustus,Christopher Marlowe,3.79,eng,56,Christopher Marlowe ,male,3.78,United Kingdom,Classics,Plays,56,1592,4622
6187,18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,eng,126,Tom Stoppard ,male,4.05,Czech Republic,Plays,Drama,128,1966,1968
6203,18600,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.21,eng,218,Joe Simpson ,male,4.19,United Kingdom,Nonfiction,Adventure,218,1988,2868
6204,18603,The Mercy of Thin Air,Ronlyn Domingue,3.82,eng,336,Ronlyn Domingue ,female,3.82,United States,Fiction,Historical,336,September 13th 2005,342
6217,18646,Galileo's Daughter: A Historical Memoir of Science  Faith and Love,Dava Sobel,3.76,eng,420,Dava Sobel ,female,3.86,United States,History,Nonfiction,420,October 1st 1999,2438
6229,18723,Brick Lane,Monica Ali,3.40,eng,432,Monica Ali ,female,3.66,Bangladesh,Fiction,Cultural,432,2003,3972
6230,18728,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,eng,633,Doris Kearns Goodwin ,male,4.24,United States,History,Nonfiction,759,by,6476
6234,18745,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,3.68,en-US,236,Ariel Levy ,female,3.73,United States,Feminism,Nonfiction,236,2005,5196
6235,18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.31,eng,433,Chimamanda Ngozi Adichie ,female,4.33,Nigeria,Fiction,Historical,433,2006,1633
6236,18750,Beauty's Punishment (Sleeping Beauty  #2),A.N. Roquelaure-Anne Rice,3.62,en-US,233,A.N. Roquelaure ,male,3.54,"",Adult Fiction,Fiction,233,1984,395
6242,18765,I  Claudius (Claudius  #1),Robert Graves,4.27,eng,468,Robert Graves ,male,4.13,United Kingdom,Historical,Fiction,468,1934,62835
6253,18796,In Search of Lost Time (6 Volumes),Marcel Proust-C.K. Scott Moncrieff-Andreas Mayor-Terence Kilmartin-D.J. Enright-Richard Howard,4.34,eng,4211,Marcel Proust ,male,4.22,France,Classics,Fiction,4211,1927,9626
6301,18878,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,eng,644,David Eddings ,male,4.08,United States,Fantasy,Fiction,644,1982,3129
6306,18884,Polgara the Sorceress,David Eddings-Leigh Eddings,4.09,eng,754,David Eddings ,male,4.08,United States,Fantasy,Fiction,754,October 15th 1997,2244
6330,18952,The Rediscovery of Man,Cordwainer Smith,4.14,eng,368,Cordwainer Smith ,male,4.17,United States,Science Fiction,Short Stories,368,July 1975,1438
6331,18956,Homicide: A Year on the Killing Streets,David Simon,4.38,eng,646,David Simon ,male,4.36,United States,Nonfiction,Crime,646,1991,5344
6352,19063,The Book Thief,Markus Zusak,4.37,eng,552,Markus Zusak ,male,4.34,Australia,Historical,Fiction,552,September 1st 2005,9998
6369,19089,Middlemarch,George Eliot-Michel Faber,3.95,eng,904,George Eliot ,female,3.83,United Kingdom,Classics,Fiction,904,1871,1857
6384,19126,From Far Away  Vol. 01,Kyoko Hikawa-Trina Robbins-Yuko Sawada-Walden Wong,4.31,eng,190,Kyoko Hikawa ,female,4.34,Japan,Sequential Art,Fantasy,190,December 25th 1992,2725
6426,19302,Pippi Longstocking,Astrid Lindgren-Florence Lamborn-Louis S. Glanzman,4.12,eng,160,Astrid Lindgren ,female,4.17,Sweden,Childrens,Classics,160,1945,721
6437,19321,The Tale of Peter Rabbit (Rabbit Ears),Beatrix Potter-طاهره آدینه پور,4.17,eng,72,Beatrix Potter ,female,4.2,United Kingdom,Childrens,Classics,72,December 16th 1901,1304
6445,19336,The Tale of Jemima Puddle-Duck,Beatrix Potter,4.06,eng,57,Beatrix Potter ,female,4.2,United Kingdom,Childrens,Classics,57,1908,1964
6459,19380,Candide,Voltaire,3.76,eng,129,Voltaire ,male,3.77,France,Classics,Fiction,129,1759,6343
